,sno,return_time,country,size,size2,size3,size4,Occasion
1854,1854,None,India,S,M,L,XL,
1855,1855,None,India,S,M,L,XL,
1856,1856,None,India,S,M,L,XL,
1857,1857,None,India,S,M,L,XL,
1858,1858,None,India,S,M,L,XL,
1859,1859,None,India,S,M,L,XL,
1860,1860,None,India,S,M,L,XL,
1861,1861,None,India,S,M,L,XL,
1862,1862,None,India,S,M,L,XL,
1863,1863,None,India,S,M,L,XL,
1864,1864,None,India,S,M,L,XL,
1865,1865,10 Days Return Policy?,India,S,M,L,XL,
1866,1866,None,India,S,M,L,XL,
1867,1867,10 Days Return Policy?,India,S,M,L,XL,
1868,1868,10 Days Return Policy?,India,S,M,L,XL,
1869,1869,None,India,S,M,L,XL,
1870,1870,None,India,S,M,L,XL,
1871,1871,10 Days Return Policy?,India,S,M,L,XL,
1872,1872,10 Days Return Policy?,India,S,M,L,XL,
1873,1873,10 Days Return Policy?,India,S,M,L,XL,
1874,1874,None,India,S,M,L,XL,
1875,1875,10 Days Return Policy?,India,S,M,L,XL,
1876,1876,10 Days Return Policy?,India,S,M,L,XL,
1877,1877,10 Days Return Policy?,India,S,M,L,XL,
1878,1878,10 Days Return Policy?,India,S,M,L,XL,
1879,1879,10 Days Return Policy?,India,S,M,L,XL,
1880,1880,10 days return policy?,India,S,M,L,XL,
1881,1881,10 days return policy?,India,S,M,L,XL,
1882,1882,10 Days Return Policy?,India,S,M,L,XL,
1883,1883,None,India,S,M,L,XL,
1884,1884,10 Days Return Policy?,India,S,M,L,XL,
1885,1885,None,India,S,M,L,XL,
1886,1886,10 days return policy?,India,S,M,L,XL,
1887,1887,None,India,S,M,L,XL,
1888,1888,None,India,S,M,L,XL,
1889,1889,None,India,S,M,L,XL,
1890,1890,None,India,S,M,L,XL,
1891,1891,10 Days Return Policy?,India,S,M,L,XL,
1892,1892,None,India,S,M,L,XL,
1893,1893,None,India,S,M,L,XL,
1894,1894,None,India,S,M,L,XL,
1895,1895,None,India,S,M,L,XL,
1896,1896,None,India,S,M,L,XL,
1897,1897,None,India,S,M,L,XL,
1898,1898,None,India,S,M,L,XL,
1899,1899,None,India,S,M,L,XL,
1900,1900,None,India,S,M,L,XL,
1901,1901,None,India,S,M,L,XL,
1902,1902,None,India,S,M,L,XL,
1903,1903,None,India,S,M,L,XL,
1904,1904,None,India,S,M,L,XL,
1905,1905,10 Days Return Policy?,India,S,M,L,XL,
1906,1906,None,India,S,M,L,XL,
1907,1907,10 Days Return Policy?,India,S,M,L,XL,
1908,1908,10 Days Return Policy?,India,S,M,L,XL,
1909,1909,None,India,S,M,L,XL,
1910,1910,None,India,S,M,L,XL,
1911,1911,10 Days Return Policy?,India,S,M,L,XL,
1912,1912,10 Days Return Policy?,India,S,M,L,XL,
1913,1913,10 Days Return Policy?,India,S,M,L,XL,
1914,1914,None,India,S,M,L,XL,
1915,1915,10 Days Return Policy?,India,S,M,L,XL,
1916,1916,10 Days Return Policy?,India,S,M,L,XL,
1917,1917,10 Days Return Policy?,India,S,M,L,XL,
1918,1918,10 Days Return Policy?,India,S,M,L,XL,
1919,1919,10 Days Return Policy?,India,S,M,L,XL,
1920,1920,10 days return policy?,India,S,M,L,XL,
1921,1921,10 days return policy?,India,S,M,L,XL,
1922,1922,10 Days Return Policy?,India,S,M,L,XL,
1923,1923,None,India,S,M,L,XL,
1924,1924,10 Days Return Policy?,India,S,M,L,XL,
1925,1925,None,India,S,M,L,XL,
1926,1926,10 days return policy?,India,S,M,L,XL,
1927,1927,None,India,S,M,L,XL,
1928,1928,None,India,S,M,L,XL,
1929,1929,None,India,S,M,L,XL,
1930,1930,None,India,S,M,L,XL,
1931,1931,10 Days Return Policy?,India,S,M,L,XL,
1932,1932,None,India,S,M,L,XL,
1933,1933,None,India,S,M,L,XL,
1934,1934,None,India,S,M,L,XL,
1935,1935,None,India,S,M,L,XL,
1936,1936,None,India,S,M,L,XL,
1937,1937,None,India,S,M,L,XL,
1938,1938,None,India,S,M,L,XL,
1939,1939,None,India,S,M,L,XL,
1940,1940,None,India,S,M,L,XL,
1941,1941,None,India,S,M,L,XL,
1942,1942,None,India,S,M,L,XL,
1943,1943,None,India,S,M,L,XL,
1944,1944,None,India,S,M,L,XL,
1945,1945,10 Days Return Policy?,India,S,M,L,XL,
1946,1946,None,India,S,M,L,XL,
1947,1947,10 Days Return Policy?,India,S,M,L,XL,
1948,1948,10 Days Return Policy?,India,S,M,L,XL,
1949,1949,None,India,S,M,L,XL,
1950,1950,None,India,S,M,L,XL,
1951,1951,10 Days Return Policy?,India,S,M,L,XL,
1952,1952,10 Days Return Policy?,India,S,M,L,XL,
1953,1953,10 Days Return Policy?,India,S,M,L,XL,
1954,1954,None,India,S,M,L,XL,
1955,1955,10 Days Return Policy?,India,S,M,L,XL,
1956,1956,10 Days Return Policy?,India,S,M,L,XL,
1957,1957,10 Days Return Policy?,India,S,M,L,XL,
1958,1958,10 Days Return Policy?,India,S,M,L,XL,
1959,1959,10 Days Return Policy?,India,S,M,L,XL,
1960,1960,10 days return policy?,India,S,M,L,XL,
1961,1961,10 days return policy?,India,S,M,L,XL,
1962,1962,10 Days Return Policy?,India,S,M,L,XL,
1963,1963,None,India,S,M,L,XL,
1964,1964,10 Days Return Policy?,India,S,M,L,XL,
1965,1965,None,India,S,M,L,XL,
1966,1966,10 days return policy?,India,S,M,L,XL,
1967,1967,None,India,S,M,L,XL,
1968,1968,None,India,S,M,L,XL,
1969,1969,None,India,S,M,L,XL,
1970,1970,None,India,S,M,L,XL,
1971,1971,10 Days Return Policy?,India,S,M,L,XL,
1972,1972,None,India,S,M,L,XL,
1973,1973,None,India,S,M,L,XL,
1974,1974,None,India,S,M,L,XL,
1975,1975,None,India,S,M,L,XL,
1976,1976,None,India,S,M,L,XL,
1977,1977,None,India,S,M,L,XL,
1978,1978,None,India,S,M,L,XL,
1979,1979,None,India,S,M,L,XL,
1980,1980,None,India,S,M,L,XL,
1981,1981,None,India,S,M,L,XL,
1982,1982,None,India,S,M,L,XL,
1983,1983,None,India,S,M,L,XL,
1984,1984,None,India,S,M,L,XL,
1985,1985,10 Days Return Policy?,India,S,M,L,XL,
1986,1986,None,India,S,M,L,XL,
1987,1987,10 Days Return Policy?,India,S,M,L,XL,
1988,1988,10 Days Return Policy?,India,S,M,L,XL,
1989,1989,None,India,S,M,L,XL,
1990,1990,None,India,S,M,L,XL,
1991,1991,10 Days Return Policy?,India,S,M,L,XL,
1992,1992,10 Days Return Policy?,India,S,M,L,XL,
1993,1993,10 Days Return Policy?,India,S,M,L,XL,
1994,1994,None,India,S,M,L,XL,
1995,1995,10 Days Return Policy?,India,S,M,L,XL,
1996,1996,10 Days Return Policy?,India,S,M,L,XL,
1997,1997,10 Days Return Policy?,India,S,M,L,XL,
1998,1998,10 Days Return Policy?,India,S,M,L,XL,
1999,1999,10 Days Return Policy?,India,S,M,L,XL,
2000,2000,10 days return policy?,India,S,M,L,XL,
2001,2001,10 days return policy?,India,S,M,L,XL,
2002,2002,10 Days Return Policy?,India,S,M,L,XL,
2003,2003,None,India,S,M,L,XL,
2004,2004,10 Days Return Policy?,India,S,M,L,XL,
2005,2005,None,India,S,M,L,XL,
2006,2006,10 days return policy?,India,S,M,L,XL,
2007,2007,None,India,S,M,L,XL,
2008,2008,None,India,S,M,L,XL,
2009,2009,None,India,S,M,L,XL,
2010,2010,None,India,S,M,L,XL,
2011,2011,10 Days Return Policy?,India,S,M,L,XL,
2012,2012,None,India,S,M,L,XL,
2013,2013,None,India,S,M,L,XL,
2014,2014,None,India,S,M,L,XL,
2015,2015,None,India,S,M,L,XL,
2016,2016,None,India,S,M,L,XL,
2017,2017,None,India,S,M,L,XL,
2018,2018,None,India,S,M,L,XL,
2019,2019,None,India,S,M,L,XL,
2020,2020,None,India,S,M,L,XL,
2021,2021,None,India,S,M,L,XL,
2022,2022,None,India,S,M,L,XL,
2023,2023,None,India,S,M,L,XL,
2024,2024,None,India,S,M,L,XL,
2025,2025,10 Days Return Policy?,India,S,M,L,XL,
2026,2026,None,India,S,M,L,XL,
2027,2027,10 Days Return Policy?,India,S,M,L,XL,
2028,2028,10 Days Return Policy?,India,S,M,L,XL,
2029,2029,None,India,S,M,L,XL,
2030,2030,None,India,S,M,L,XL,
2031,2031,10 Days Return Policy?,India,S,M,L,XL,
2032,2032,10 Days Return Policy?,India,S,M,L,XL,
2033,2033,10 Days Return Policy?,India,S,M,L,XL,
2034,2034,None,India,S,M,L,XL,
2035,2035,10 Days Return Policy?,India,S,M,L,XL,
2036,2036,10 Days Return Policy?,India,S,M,L,XL,
2037,2037,10 Days Return Policy?,India,S,M,L,XL,
2038,2038,10 Days Return Policy?,India,S,M,L,XL,
2039,2039,10 Days Return Policy?,India,S,M,L,XL,
2040,2040,10 days return policy?,India,S,M,L,XL,
2041,2041,10 days return policy?,India,S,M,L,XL,
2042,2042,10 Days Return Policy?,India,S,M,L,XL,
2043,2043,None,India,S,M,L,XL,
2044,2044,10 Days Return Policy?,India,S,M,L,XL,
2045,2045,None,India,S,M,L,XL,
2046,2046,10 days return policy?,India,S,M,L,XL,
2047,2047,None,India,S,M,L,XL,
2048,2048,None,India,S,M,L,XL,
2049,2049,None,India,S,M,L,XL,
2050,2050,None,India,S,M,L,XL,
2051,2051,10 Days Return Policy?,India,S,M,L,XL,
2052,2052,None,India,S,M,L,XL,
2053,2053,None,India,S,M,L,XL,
2054,2054,None,India,S,M,L,XL,
2055,2055,None,India,S,M,L,XL,
2056,2056,None,India,S,M,L,XL,
2057,2057,None,India,S,M,L,XL,
2058,2058,None,India,S,M,L,XL,
2059,2059,None,India,S,M,L,XL,
2060,2060,None,India,S,M,L,XL,
2061,2061,None,India,S,M,L,XL,
2062,2062,None,India,S,M,L,XL,
2063,2063,None,India,S,M,L,XL,
2064,2064,None,India,S,M,L,XL,
2065,2065,10 Days Return Policy?,India,S,M,L,XL,
2066,2066,None,India,S,M,L,XL,
2067,2067,10 Days Return Policy?,India,S,M,L,XL,
2068,2068,10 Days Return Policy?,India,S,M,L,XL,
2069,2069,None,India,S,M,L,XL,
2070,2070,None,India,S,M,L,XL,
2071,2071,10 Days Return Policy?,India,S,M,L,XL,
2072,2072,10 Days Return Policy?,India,S,M,L,XL,
2073,2073,10 Days Return Policy?,India,S,M,L,XL,
2074,2074,None,India,S,M,L,XL,
2075,2075,10 Days Return Policy?,India,S,M,L,XL,
2076,2076,10 Days Return Policy?,India,S,M,L,XL,
2077,2077,10 Days Return Policy?,India,S,M,L,XL,
2078,2078,10 Days Return Policy?,India,S,M,L,XL,
2079,2079,10 Days Return Policy?,India,S,M,L,XL,
2080,2080,10 days return policy?,India,S,M,L,XL,
2081,2081,10 days return policy?,India,S,M,L,XL,
2082,2082,10 Days Return Policy?,India,S,M,L,XL,
2083,2083,None,India,S,M,L,XL,
2084,2084,10 Days Return Policy?,India,S,M,L,XL,
2085,2085,None,India,S,M,L,XL,
2086,2086,10 days return policy?,India,S,M,L,XL,
2087,2087,None,India,S,M,L,XL,
2088,2088,None,India,S,M,L,XL,
2089,2089,None,India,S,M,L,XL,
2090,2090,None,India,S,M,L,XL,
2091,2091,10 Days Return Policy?,India,S,M,L,XL,
2092,2092,None,India,S,M,L,XL,
2093,2093,None,India,S,M,L,XL,
2094,2094,None,India,S,M,L,XL,
2095,2095,None,India,S,M,L,XL,
2096,2096,None,India,S,M,L,XL,
2097,2097,None,India,S,M,L,XL,
2098,2098,None,India,S,M,L,XL,
2099,2099,None,India,S,M,L,XL,
2100,2100,None,India,S,M,L,XL,
2101,2101,None,India,S,M,L,XL,
2102,2102,None,India,S,M,L,XL,
2103,2103,None,India,S,M,L,XL,
2104,2104,None,India,S,M,L,XL,
2105,2105,10 Days Return Policy?,India,S,M,L,XL,
2106,2106,None,India,S,M,L,XL,
2107,2107,10 Days Return Policy?,India,S,M,L,XL,
2108,2108,10 Days Return Policy?,India,S,M,L,XL,
2109,2109,None,India,S,M,L,XL,
2110,2110,None,India,S,M,L,XL,
2111,2111,10 Days Return Policy?,India,S,M,L,XL,
2112,2112,10 Days Return Policy?,India,S,M,L,XL,
2113,2113,10 Days Return Policy?,India,S,M,L,XL,
2114,2114,None,India,S,M,L,XL,
2115,2115,10 Days Return Policy?,India,S,M,L,XL,
2116,2116,10 Days Return Policy?,India,S,M,L,XL,
2117,2117,10 Days Return Policy?,India,S,M,L,XL,
2118,2118,10 Days Return Policy?,India,S,M,L,XL,
2119,2119,10 Days Return Policy?,India,S,M,L,XL,
2120,2120,10 days return policy?,India,S,M,L,XL,
2121,2121,10 days return policy?,India,S,M,L,XL,
2122,2122,10 Days Return Policy?,India,S,M,L,XL,
2123,2123,None,India,S,M,L,XL,
2124,2124,10 Days Return Policy?,India,S,M,L,XL,
2125,2125,None,India,S,M,L,XL,
2126,2126,10 days return policy?,India,S,M,L,XL,
2127,2127,None,India,S,M,L,XL,
2128,2128,None,India,S,M,L,XL,
2129,2129,None,India,S,M,L,XL,
2130,2130,None,India,S,M,L,XL,
2131,2131,10 Days Return Policy?,India,S,M,L,XL,
2132,2132,None,India,S,M,L,XL,
2133,2133,None,India,S,M,L,XL,
2134,2134,None,India,S,M,L,XL,
2135,2135,None,India,S,M,L,XL,
2136,2136,None,India,S,M,L,XL,
2137,2137,None,India,S,M,L,XL,
2138,2138,None,India,S,M,L,XL,
2139,2139,None,India,S,M,L,XL,
2140,2140,None,India,S,M,L,XL,
2141,2141,None,India,S,M,L,XL,
2142,2142,None,India,S,M,L,XL,
2143,2143,None,India,S,M,L,XL,
2144,2144,None,India,S,M,L,XL,
2145,2145,10 Days Return Policy?,India,S,M,L,XL,
2146,2146,None,India,S,M,L,XL,
2147,2147,10 Days Return Policy?,India,S,M,L,XL,
2148,2148,10 Days Return Policy?,India,S,M,L,XL,
2149,2149,None,India,S,M,L,XL,
2150,2150,None,India,S,M,L,XL,
2151,2151,10 Days Return Policy?,India,S,M,L,XL,
2152,2152,10 Days Return Policy?,India,S,M,L,XL,
2153,2153,10 Days Return Policy?,India,S,M,L,XL,
2154,2154,None,India,S,M,L,XL,
2155,2155,10 Days Return Policy?,India,S,M,L,XL,
2156,2156,10 Days Return Policy?,India,S,M,L,XL,
2157,2157,10 Days Return Policy?,India,S,M,L,XL,
2158,2158,10 Days Return Policy?,India,S,M,L,XL,
2159,2159,10 Days Return Policy?,India,S,M,L,XL,
2160,2160,10 days return policy?,India,S,M,L,XL,
2161,2161,10 days return policy?,India,S,M,L,XL,
2162,2162,10 Days Return Policy?,India,S,M,L,XL,
2163,2163,None,India,S,M,L,XL,
2164,2164,10 Days Return Policy?,India,S,M,L,XL,
2165,2165,None,India,S,M,L,XL,
2166,2166,10 days return policy?,India,S,M,L,XL,
2167,2167,None,India,S,M,L,XL,
2168,2168,None,India,S,M,L,XL,
2169,2169,None,India,S,M,L,XL,
2170,2170,None,India,S,M,L,XL,
2171,2171,10 Days Return Policy?,India,S,M,L,XL,
2172,2172,None,India,S,M,L,XL,
2173,2173,None,India,S,M,L,XL,
2174,2174,None,India,S,M,L,XL,
2175,2175,None,India,S,M,L,XL,
2176,2176,None,India,S,M,L,XL,
2177,2177,None,India,S,M,L,XL,
2178,2178,None,India,S,M,L,XL,
2179,2179,None,India,S,M,L,XL,
2180,2180,None,India,S,M,L,XL,
2181,2181,None,India,S,M,L,XL,
2182,2182,None,India,S,M,L,XL,
2183,2183,None,India,S,M,L,XL,
2184,2184,None,India,S,M,L,XL,
2185,2185,10 Days Return Policy?,India,S,M,L,XL,
2186,2186,None,India,S,M,L,XL,
2187,2187,10 Days Return Policy?,India,S,M,L,XL,
2188,2188,10 Days Return Policy?,India,S,M,L,XL,
2189,2189,None,India,S,M,L,XL,
2190,2190,None,India,S,M,L,XL,
2191,2191,10 Days Return Policy?,India,S,M,L,XL,
2192,2192,10 Days Return Policy?,India,S,M,L,XL,
2193,2193,10 Days Return Policy?,India,S,M,L,XL,
2194,2194,None,India,S,M,L,XL,
2195,2195,10 Days Return Policy?,India,S,M,L,XL,
2196,2196,10 Days Return Policy?,India,S,M,L,XL,
2197,2197,10 Days Return Policy?,India,S,M,L,XL,
2198,2198,10 Days Return Policy?,India,S,M,L,XL,
2199,2199,10 Days Return Policy?,India,S,M,L,XL,
2200,2200,10 days return policy?,India,S,M,L,XL,
2201,2201,10 days return policy?,India,S,M,L,XL,
2202,2202,10 Days Return Policy?,India,S,M,L,XL,
2203,2203,None,India,S,M,L,XL,
2204,2204,10 Days Return Policy?,India,S,M,L,XL,
2205,2205,None,India,S,M,L,XL,
2206,2206,10 days return policy?,India,S,M,L,XL,
2207,2207,None,India,S,M,L,XL,
2208,2208,None,India,S,M,L,XL,
2209,2209,None,India,S,M,L,XL,
2210,2210,None,India,S,M,L,XL,
2211,2211,10 Days Return Policy?,India,S,M,L,XL,
2212,2212,None,India,S,M,L,XL,
2213,2213,None,India,S,M,L,XL,
2214,2214,None,India,S,M,L,XL,
2215,2215,None,India,S,M,L,XL,
2216,2216,None,India,S,M,L,XL,
2217,2217,None,India,S,M,L,XL,
2218,2218,None,India,S,M,L,XL,
2219,2219,None,India,S,M,L,XL,
2220,2220,None,India,S,M,L,XL,
2221,2221,None,India,S,M,L,XL,
2222,2222,None,India,S,M,L,XL,
2223,2223,None,India,S,M,L,XL,
2224,2224,None,India,S,M,L,XL,
2225,2225,10 Days Return Policy?,India,S,M,L,XL,
2226,2226,None,India,S,M,L,XL,
2227,2227,10 Days Return Policy?,India,S,M,L,XL,
2228,2228,10 Days Return Policy?,India,S,M,L,XL,
2229,2229,None,India,S,M,L,XL,
2230,2230,None,India,S,M,L,XL,
2231,2231,10 Days Return Policy?,India,S,M,L,XL,
2232,2232,10 Days Return Policy?,India,S,M,L,XL,
2233,2233,10 Days Return Policy?,India,S,M,L,XL,
2234,2234,None,India,S,M,L,XL,
2235,2235,10 Days Return Policy?,India,S,M,L,XL,
2236,2236,10 Days Return Policy?,India,S,M,L,XL,
2237,2237,10 Days Return Policy?,India,S,M,L,XL,
2238,2238,10 Days Return Policy?,India,S,M,L,XL,
2239,2239,10 Days Return Policy?,India,S,M,L,XL,
2240,2240,10 days return policy?,India,S,M,L,XL,
2241,2241,10 days return policy?,India,S,M,L,XL,
2242,2242,10 Days Return Policy?,India,S,M,L,XL,
2243,2243,None,India,S,M,L,XL,
2244,2244,10 Days Return Policy?,India,S,M,L,XL,
2245,2245,None,India,S,M,L,XL,
2246,2246,10 days return policy?,India,S,M,L,XL,
2247,2247,None,India,S,M,L,XL,
2248,2248,None,India,S,M,L,XL,
2249,2249,None,India,S,M,L,XL,
2250,2250,None,India,S,M,L,XL,
2251,2251,10 Days Return Policy?,India,S,M,L,XL,
2252,2252,None,India,S,M,L,XL,
2253,2253,None,India,S,M,L,XL,
2254,2254,None,India,S,M,L,XL,
2255,2255,None,India,S,M,L,XL,
2256,2256,None,India,S,M,L,XL,
2257,2257,None,India,S,M,L,XL,
2258,2258,None,India,S,M,L,XL,
2259,2259,None,India,S,M,L,XL,
2260,2260,None,India,S,M,L,XL,
2261,2261,None,India,S,M,L,XL,
2262,2262,None,India,S,M,L,XL,
2263,2263,None,India,S,M,L,XL,
2264,2264,None,India,S,M,L,XL,
2265,2265,10 Days Return Policy?,India,S,M,L,XL,
2266,2266,None,India,S,M,L,XL,
2267,2267,10 Days Return Policy?,India,S,M,L,XL,
2268,2268,10 Days Return Policy?,India,S,M,L,XL,
2269,2269,None,India,S,M,L,XL,
2270,2270,None,India,S,M,L,XL,
2271,2271,10 Days Return Policy?,India,S,M,L,XL,
2272,2272,10 Days Return Policy?,India,S,M,L,XL,
2273,2273,10 Days Return Policy?,India,S,M,L,XL,
2274,2274,None,India,S,M,L,XL,
2275,2275,10 Days Return Policy?,India,S,M,L,XL,
2276,2276,10 Days Return Policy?,India,S,M,L,XL,
2277,2277,10 Days Return Policy?,India,S,M,L,XL,
2278,2278,10 Days Return Policy?,India,S,M,L,XL,
2279,2279,10 Days Return Policy?,India,S,M,L,XL,
2280,2280,10 days return policy?,India,S,M,L,XL,
2281,2281,10 days return policy?,India,S,M,L,XL,
2282,2282,10 Days Return Policy?,India,S,M,L,XL,
2283,2283,None,India,S,M,L,XL,
2284,2284,10 Days Return Policy?,India,S,M,L,XL,
2285,2285,None,India,S,M,L,XL,
2286,2286,10 days return policy?,India,S,M,L,XL,
2287,2287,None,India,S,M,L,XL,
2288,2288,None,India,S,M,L,XL,
2289,2289,None,India,S,M,L,XL,
2290,2290,None,India,S,M,L,XL,
2291,2291,10 Days Return Policy?,India,S,M,L,XL,
2292,2292,None,India,S,M,L,XL,
2293,2293,None,India,S,M,L,XL,
2294,2294,None,India,S,M,L,XL,
2295,2295,None,India,S,M,L,XL,
2296,2296,None,India,S,M,L,XL,
2297,2297,None,India,S,M,L,XL,
2298,2298,None,India,S,M,L,XL,
2299,2299,None,India,S,M,L,XL,
2300,2300,None,India,S,M,L,XL,
2301,2301,None,India,S,M,L,XL,
2302,2302,None,India,S,M,L,XL,
2303,2303,None,India,S,M,L,XL,
2304,2304,None,India,S,M,L,XL,
2305,2305,10 Days Return Policy?,India,S,M,L,XL,
2306,2306,None,India,S,M,L,XL,
2307,2307,10 Days Return Policy?,India,S,M,L,XL,
2308,2308,10 Days Return Policy?,India,S,M,L,XL,
2309,2309,None,India,S,M,L,XL,
2310,2310,None,India,S,M,L,XL,
2311,2311,10 Days Return Policy?,India,S,M,L,XL,
2312,2312,10 Days Return Policy?,India,S,M,L,XL,
2313,2313,10 Days Return Policy?,India,S,M,L,XL,
2314,2314,None,India,S,M,L,XL,
2315,2315,10 Days Return Policy?,India,S,M,L,XL,
2316,2316,10 Days Return Policy?,India,S,M,L,XL,
2317,2317,10 Days Return Policy?,India,S,M,L,XL,
2318,2318,10 Days Return Policy?,India,S,M,L,XL,
2319,2319,10 Days Return Policy?,India,S,M,L,XL,
2320,2320,10 days return policy?,India,S,M,L,XL,
2321,2321,10 days return policy?,India,S,M,L,XL,
2322,2322,10 Days Return Policy?,India,S,M,L,XL,
2323,2323,None,India,S,M,L,XL,
2324,2324,10 Days Return Policy?,India,S,M,L,XL,
2325,2325,None,India,S,M,L,XL,
2326,2326,10 days return policy?,India,S,M,L,XL,
2327,2327,None,India,S,M,L,XL,
2328,2328,None,India,S,M,L,XL,
2329,2329,None,India,S,M,L,XL,
2330,2330,None,India,S,M,L,XL,
2331,2331,10 Days Return Policy?,India,S,M,L,XL,
2332,2332,None,India,S,M,L,XL,
2333,2333,None,India,S,M,L,XL,
2334,2334,None,India,S,M,L,XL,
2335,2335,None,India,S,M,L,XL,
2336,2336,None,India,S,M,L,XL,
2337,2337,None,India,S,M,L,XL,
2338,2338,None,India,S,M,L,XL,
2339,2339,None,India,S,M,L,XL,
2340,2340,None,India,S,M,L,XL,
2341,2341,None,India,S,M,L,XL,
2342,2342,None,India,S,M,L,XL,
2343,2343,None,India,S,M,L,XL,
2344,2344,None,India,S,M,L,XL,
2345,2345,10 Days Return Policy?,India,S,M,L,XL,
2346,2346,None,India,S,M,L,XL,
2347,2347,10 दिन की रिटर्न पॉलिसी?,India,S,M,L,XL,
2348,2348,10 Days Return Policy?,India,S,M,L,XL,
2349,2349,None,India,S,M,L,XL,
2350,2350,None,India,S,M,L,XL,
2351,2351,10 Days Return Policy?,India,S,M,L,XL,
2352,2352,10 दिन की रिटर्न पॉलिसी?,India,S,M,L,XL,
2353,2353,10 Days Return Policy?,India,S,M,L,XL,
2354,2354,None,India,S,M,L,XL,
2355,2355,10 Days Return Policy?,India,S,M,L,XL,
2356,2356,10 Days Return Policy?,India,S,M,L,XL,
2357,2357,10 Days Return Policy?,India,S,M,L,XL,
2358,2358,10 Days Return Policy?,India,S,M,L,XL,
2359,2359,10 Days Return Policy?,India,S,M,L,XL,
2360,2360,10 days return policy?,India,S,M,L,XL,
2361,2361,10 days return policy?,India,S,M,L,XL,
2362,2362,10 Days Return Policy?,India,S,M,L,XL,
2363,2363,None,India,S,M,L,XL,
2364,2364,10 Days Return Policy?,India,S,M,L,XL,
2365,2365,None,India,S,M,L,XL,
2366,2366,10 days return policy?,India,S,M,L,XL,
2367,2367,None,India,S,M,L,XL,
2368,2368,None,India,S,M,L,XL,
2369,2369,None,India,S,M,L,XL,
2370,2370,None,India,S,M,L,XL,
2371,2371,10 Days Return Policy?,India,S,M,L,XL,
2372,2372,None,India,S,M,L,XL,
2373,2373,None,India,S,M,L,XL,
2374,2374,None,India,S,M,L,XL,
2375,2375,None,India,S,M,L,XL,
2376,2376,None,India,S,M,L,XL,
2377,2377,None,India,S,M,L,XL,
2378,2378,None,India,S,M,L,XL,
2379,2379,None,India,S,M,L,XL,
2380,2380,None,India,S,M,L,XL,
2381,2381,None,India,S,M,L,XL,
2382,2382,None,India,S,M,L,XL,
2383,2383,None,India,S,M,L,XL,
2384,2384,None,India,S,M,L,XL,
2385,2385,10 Days Return Policy?,India,S,M,L,XL,
2386,2386,None,India,S,M,L,XL,
2387,2387,10 Days Return Policy?,India,S,M,L,XL,
2388,2388,10 Days Return Policy?,India,S,M,L,XL,
2389,2389,None,India,S,M,L,XL,
2390,2390,None,India,S,M,L,XL,
2391,2391,10 Days Return Policy?,India,S,M,L,XL,
2392,2392,10 Days Return Policy?,India,S,M,L,XL,
2393,2393,10 Days Return Policy?,India,S,M,L,XL,
2394,2394,None,India,S,M,L,XL,
2395,2395,10 Days Return Policy?,India,S,M,L,XL,
2396,2396,10 Days Return Policy?,India,S,M,L,XL,
2397,2397,10 Days Return Policy?,India,S,M,L,XL,
2398,2398,10 Days Return Policy?,India,S,M,L,XL,
2399,2399,10 Days Return Policy?,India,S,M,L,XL,
2400,2400,10 days return policy?,India,S,M,L,XL,
2401,2401,10 days return policy?,India,S,M,L,XL,
2402,2402,10 Days Return Policy?,India,S,M,L,XL,
2403,2403,None,India,S,M,L,XL,
2404,2404,10 Days Return Policy?,India,S,M,L,XL,
2405,2405,None,India,S,M,L,XL,
2406,2406,10 days return policy?,India,S,M,L,XL,
2407,2407,None,India,S,M,L,XL,
2408,2408,None,India,S,M,L,XL,
2409,2409,None,India,S,M,L,XL,
2410,2410,None,India,S,M,L,XL,
2411,2411,10 Days Return Policy?,India,S,M,L,XL,
2412,2412,None,India,S,M,L,XL,
2413,2413,None,India,S,M,L,XL,
2414,2414,None,India,S,M,L,XL,
2415,2415,None,India,S,M,L,XL,
2416,2416,None,India,S,M,L,XL,
2417,2417,None,India,S,M,L,XL,
2418,2418,None,India,S,M,L,XL,
2419,2419,None,India,S,M,L,XL,
2420,2420,None,India,S,M,L,XL,
2421,2421,None,India,S,M,L,XL,
2422,2422,None,India,S,M,L,XL,
2423,2423,None,India,S,M,L,XL,
2424,2424,None,India,S,M,L,XL,
2425,2425,10 Days Return Policy?,India,S,M,L,XL,
2426,2426,None,India,S,M,L,XL,
2427,2427,10 Days Return Policy?,India,S,M,L,XL,
2428,2428,10 Days Return Policy?,India,S,M,L,XL,
2429,2429,None,India,S,M,L,XL,
2430,2430,None,India,S,M,L,XL,
2431,2431,10 Days Return Policy?,India,S,M,L,XL,
2432,2432,10 Days Return Policy?,India,S,M,L,XL,
2433,2433,10 Days Return Policy?,India,S,M,L,XL,
2434,2434,None,India,S,M,L,XL,
2435,2435,10 Days Return Policy?,India,S,M,L,XL,
2436,2436,10 Days Return Policy?,India,S,M,L,XL,
2437,2437,10 Days Return Policy?,India,S,M,L,XL,
2438,2438,10 Days Return Policy?,India,S,M,L,XL,
2439,2439,10 Days Return Policy?,India,S,M,L,XL,
2440,2440,10 days return policy?,India,S,M,L,XL,
2441,2441,10 days return policy?,India,S,M,L,XL,
2442,2442,10 Days Return Policy?,India,S,M,L,XL,
2443,2443,None,India,S,M,L,XL,
